0.000000000,1.63259
0.005804989,5.98491
0.011609977,7.07855
0.017414966,6.62368
0.023219955,1.67885
0.029024943,-1.41786
0.034829932,-3.09059
0.040634921,-2.86597
0.046439909,-2.95537
0.052244898,-3.29292
0.058049887,-3.95138
0.063854875,-3.6284
0.069659864,-3.02563
0.075464853,-2.75452
0.081269841,-2.34642
0.087074830,-2.7543
0.092879819,-3.00315
0.098684807,-3.16105
0.104489796,-3.3161
0.110294785,-3.50288
0.116099773,-3.86738
0.121904762,-3.62329
0.127709751,-2.98267
0.133514739,-2.34387
0.139319728,-1.76311
0.145124717,-2.17804
0.150929705,-3.25571
0.156734694,-3.69527
0.162539683,-2.89064
0.168344671,-2.91687
0.174149660,-1.98727
0.179954649,-1.99808
0.185759637,-2.55274
0.191564626,-3.05541
0.197369615,-3.95921
0.203174603,-3.69839
0.208979592,-2.69626
0.214784580,-2.89002
0.220589569,-2.94477
0.226394558,-2.71019
0.232199546,-2.4214
0.238004535,-2.49564
0.243809524,-2.39926
0.249614512,-3.24608
0.255419501,-3.92307
0.261224490,-3.6809
0.267029478,-3.1078
0.272834467,-2.60372
0.278639456,-2.51714
0.284444444,-2.70017
0.290249433,-2.98605
0.296054422,-3.19001
0.301859410,-2.96297
0.307664399,-2.38144
0.313469388,-2.75315
0.319274376,-3.18119
0.325079365,-2.59259
0.330884354,-1.33342
0.336689342,-0.576473
0.342494331,-1.80541
0.348299320,-1.96366
0.354104308,-3.85183
0.359909297,-4.89048
0.365714286,-4.55124
0.371519274,-5.12431
0.377324263,-5.14081
0.383129252,-4.30643
0.388934240,-3.56637
0.394739229,-3.5839
0.400544218,-2.76229
0.406349206,-1.80287
0.412154195,-0.645619
0.417959184,-0.353772
0.423764172,-2.11846
0.429569161,-3.95416
0.435374150,-6.03186
0.441179138,-5.12006
0.446984127,-4.55768
0.452789116,-1.96647
0.458594104,5.90576
0.464399093,19.2044
0.470204082,32.1851
0.476009070,46.6242
0.481814059,51.6037
0.487619048,40.5196
0.493424036,26.7161
0.499229025,17.4836
0.505034014,12.6993
0.510839002,-1.28935
0.516643991,-27.0326
0.522448980,-33.4847
0.528253968,-55.8539
0.534058957,-55.9319
0.539863946,-50.8815
0.545668934,-39.1875
0.551473923,-31.6051
0.557278912,-32.4725
0.563083900,-33.8311
0.568888889,-35.5944
0.574693878,-37.6612
0.580498866,-33.4569
0.586303855,-31.8819
0.592108844,-42.8352
0.597913832,-47.5221
0.603718821,-65.7677
0.609523810,-98.304
0.615328798,-113.412
0.621133787,-107.185
0.626938776,-112.17
0.632743764,-116.93
0.638548753,-115.98
0.644353741,-106.451
0.650158730,-96.0048
0.655963719,-85.7788
0.661768707,-74.3212
0.667573696,-73.6635
0.673378685,-97.4947
0.679183673,-126.835
0.684988662,-112.723
0.690793651,-95.8035
0.696598639,-85.4773
0.702403628,-77.8629
0.708208617,-82.5838
0.714013605,-77.2038
0.719818594,-66.1979
0.725623583,-62.8456
0.731428571,-66.3151
0.737233560,-62.7972
0.743038549,-61.0382
0.748843537,-65.5043
0.754648526,-63.6573
0.760453515,-54.1121
0.766258503,-48.1235
0.772063492,-42.6635
0.777868481,-35.8142
0.783673469,-34.0534
0.789478458,-36.3703
0.795283447,-46.5574
0.801088435,-60.5895
0.806893424,-67.0222
0.812698413,-66.8085
0.818503401,-63.8055
0.824308390,-56.1629
0.830113379,-51.2064
0.835918367,-54.6985
0.841723356,-54.0531
0.847528345,-51.0839
0.853333333,-48.2066
0.859138322,-41.5371
0.864943311,-33.2035
0.870748299,-21.9798
0.876553288,-17.1211
0.882358277,-13.0338
0.888163265,-11.8056
0.893968254,-11.4251
0.899773243,-11.2847
0.905578231,-11.9821
0.911383220,-18.4814
0.917188209,-22.6027
0.922993197,-23.7464
0.928798186,-28.6623
0.934603175,-38.3198
0.940408163,-49.7723
0.946213152,-59.7525
0.952018141,-57.7412
0.957823129,-59.433
0.963628118,-62.3593
0.969433107,-64.0005
0.975238095,-61.0278
0.981043084,-49.7907
0.986848073,-45.5997
0.992653061,-30.6755
0.998458050,-12.515
1.004263039,8.43501
1.010068027,3.40727
1.015873016,-14.9116
1.021678005,-21.0266
1.027482993,-22.6473
1.033287982,-23.3987
1.039092971,-28.3229
1.044897959,-36.4566
1.050702948,-38.0577
1.056507937,-31.7484
1.062312925,-33.5168
1.068117914,-41.4772
1.073922902,-52.4427
1.079727891,-65.3976
1.085532880,-66.668
1.091337868,-67.1318
1.097142857,-66.17
1.102947846,-63.172
1.108752834,-58.2687
1.114557823,-54.4098
1.120362812,-51.4334
1.126167800,-47.5079
1.131972789,-43.2265
1.137777778,-37.5259
1.143582766,-32.2465
1.149387755,-24.8513
1.155192744,-18.877
1.160997732,-13.0551
1.166802721,-10.5049
1.172607710,-14.2905
1.178412698,-15.1962
1.184217687,-13.1581
1.190022676,-10.8274
1.195827664,-12.2831
1.201632653,-16.2171
1.207437642,-21.2654
1.213242630,-22.3788
1.219047619,-23.3705
1.224852608,-31.47
1.230657596,-42.0104
1.236462585,-55.1177
1.242267574,-65.4235
1.248072562,-63.6137
1.253877551,-58.0514
1.259682540,-50.2245
1.265487528,-45.0851
1.271292517,-41.2006
1.277097506,-40.6345
1.282902494,-40.3025
1.288707483,-39.0414
1.294512472,-35.8251
1.300317460,-32.0361
1.306122449,-29.5928
1.311927438,-23.2914
1.317732426,-12.2565
1.323537415,-3.05492
1.329342404,-7.37498
1.335147392,-17.9477
1.340952381,-19.3515
1.346757370,-20.7084
1.352562358,-21.6477
1.358367347,-22.3305
1.364172336,-30.162
1.369977324,-40.3087
1.375782313,-48.1442
1.381587302,-56.9039
1.387392290,-59.9688
1.393197279,-57.107
1.399002268,-54.2565
1.404807256,-50.7231
1.410612245,-46.8795
1.416417234,-40.3016
1.422222222,-33.482
1.428027211,-33.6182
1.433832200,-38.0976
1.439637188,-52.2422
1.445442177,-48.5708
1.451247166,-41.5019
1.457052154,-38.5761
1.462857143,-35.2798
1.468662132,-27.6201
1.474467120,-14.3155
1.480272109,-8.14032
1.486077098,-3.13912
